Year,match_round,match_home_team,match_away_team,venue_name,match_attendance
2018,10,Richmond,St Kilda,MCG,48850
2018,11,Adelaide,GWS,Adelaide Oval,44120
2018,11,Collingwood,Fremantle,MCG,34542
2018,11,Essendon,Richmond,MCG,81046
2018,11,Gold Coast,Geelong,Metricon Stadium,17490
2018,11,Hawthorn,Port Adelaide,University of Tasmania Stadium,13007
2018,11,North Melbourne,Brisbane,Marvel Stadium,22133
2018,11,Sydney,Carlton,SCG,27351
2018,11,West Coast,St Kilda,Optus Stadium,54188
2018,11,Western Bulldogs,Melbourne,Marvel Stadium,28485
2018,12,Brisbane,Essendon,Gabba,20476
2018,12,Fremantle,Adelaide,Optus Stadium,33421
2018,12,Geelong,North Melbourne,GMHBA Stadium,31265
2018,12,GWS,Gold Coast,GIANTS Stadium,7131
2018,12,Melbourne,Collingwood,MCG,83518
2018,12,Port Adelaide,Richmond,Adelaide Oval,39936
2018,12,St Kilda,Sydney,Marvel Stadium,27569
2018,13,Carlton,Fremantle,Marvel Stadium,21430
2018,13,Geelong,Richmond,MCG,46423
2018,13,Gold Coast,St Kilda,Metricon Stadium,10181
2018,13,Hawthorn,Adelaide,MCG,26693
2018,13,Port Adelaide,Western Bulldogs,Adelaide Oval,26137
2018,13,Sydney,West Coast,SCG,36402
2018,14,Brisbane,GWS,Gabba,11267
2018,14,Collingwood,Carlton,MCG,53706
2018,14,Hawthorn,Gold Coast,University of Tasmania Stadium,9007
2018,14,Port Adelaide,Melbourne,Adelaide Oval,40751
2018,14,West Coast,Essendon,Optus Stadium,51409
2018,14,Western Bulldogs,North Melbourne,Marvel Stadium,26301
2018,15,Adelaide,West Coast,Adelaide Oval,44771
2018,15,Carlton,Port Adelaide,MCG,26562
2018,15,Essendon,North Melbourne,Marvel Stadium,45580
2018,15,Fremantle,Brisbane,Optus Stadium,41674
2018,15,Gold Coast,Collingwood,Metricon Stadium,13637
2018,15,GWS,Hawthorn,GIANTS Stadium,10866
2018,15,Melbourne,St Kilda,MCG,38910
2018,15,Richmond,Sydney,Marvel Stadium,43519
2018,15,Western Bulldogs,Geelong,Marvel Stadium,29499
2018,16,Brisbane,Carlton,Gabba,21074
2018,16,Essendon,Collingwood,MCG,69868
2018,16,Melbourne,Fremantle,TIO Stadium,8689
2018,16,North Melbourne,Gold Coast,Marvel Stadium,14389
2018,16,Port Adelaide,St Kilda,Adelaide Oval,36253
2018,16,Richmond,Adelaide,MCG,54934
2018,16,Sydney,Geelong,SCG,34363
2018,16,West Coast,GWS,Optus Stadium,52105
2018,16,Western Bulldogs,Hawthorn,Marvel Stadium,35320
2018,17,Adelaide,Geelong,Adelaide Oval,46095
2018,17,Collingwood,West Coast,MCG,53439
2018,17,Fremantle,Port Adelaide,Optus Stadium,33190
2018,17,Gold Coast,Essendon,Metricon Stadium,13061
2018,17,GWS,Richmond,GIANTS Stadium,14456
2018,17,Hawthorn,Brisbane,University of Tasmania Stadium,12557
2018,17,Melbourne,Western Bulldogs,MCG,31053
2018,17,North Melbourne,Sydney,Marvel Stadium,25633
2018,17,St Kilda,Carlton,Marvel Stadium,33780
2018,18,Brisbane,Adelaide,Gabba,20475
2018,18,Carlton,Hawthorn,Marvel Stadium,30405
2018,18,Collingwood,North Melbourne,MCG,50393
2018,18,Essendon,Fremantle,Marvel Stadium,31564
2018,18,Geelong,Melbourne,GMHBA Stadium,30125
2018,18,Port Adelaide,GWS,Adelaide Oval,34693
2018,18,St Kilda,Richmond,Marvel Stadium,36269
2018,18,Sydney,Gold Coast,SCG,32565
2018,18,West Coast,Western Bulldogs,Optus Stadium,46854
2018,19,Adelaide,Melbourne,Adelaide Oval,45880
2018,19,Essendon,Sydney,Marvel Stadium,42251
2018,19,Fremantle,Hawthorn,Optus Stadium,41845
2018,19,Geelong,Brisbane,GMHBA Stadium,28226
2018,19,Gold Coast,Carlton,Metricon Stadium,10776
2018,19,GWS,St Kilda,GIANTS Stadium,12014
2018,19,North Melbourne,West Coast,Blundstone Arena,11176
2018,19,Richmond,Collingwood,MCG,88180
2018,19,Western Bulldogs,Port Adelaide,Mars Stadium,6450
2018,20,Adelaide,Port Adelaide,Adelaide Oval,50377
2018,20,Brisbane,North Melbourne,Gabba,18395
2018,20,Carlton,GWS,Marvel Stadium,16697
2018,20,Hawthorn,Essendon,MCG,68857
2018,20,Melbourne,Gold Coast,MCG,23072
2018,20,Richmond,Geelong,MCG,67054
2018,20,St Kilda,Western Bulldogs,Marvel Stadium,20748
2018,20,Sydney,Collingwood,SCG,39238
2018,20,West Coast,Fremantle,Optus Stadium,57375
2018,21,Collingwood,Brisbane,Marvel Stadium,33390
2018,21,Essendon,St Kilda,Marvel Stadium,37483
2018,21,Fremantle,Carlton,Optus Stadium,40028
2018,21,Gold Coast,Richmond,Metricon Stadium,18102
2018,21,GWS,Adelaide,UNSW Canberra Oval,13249
2018,21,Hawthorn,Geelong,MCG,59529
2018,21,Melbourne,Sydney,MCG,51424
2018,21,North Melbourne,Western Bulldogs,Marvel Stadium,27031
2018,21,Port Adelaide,West Coast,Adelaide Oval,32534
2018,22,Adelaide,North Melbourne,Adelaide Oval,41444
2018,22,Carlton,Western Bulldogs,Marvel Stadium,24143
2018,22,Collingwood,Port Adelaide,MCG,46286
2018,22,Geelong,Fremantle,GMHBA Stadium,24507
2018,22,Gold Coast,Brisbane,Metricon Stadium,11907
2018,22,GWS,Sydney,GIANTS Stadium,21433
2018,22,Richmond,Essendon,MCG,76424
2018,22,St Kilda,Hawthorn,Marvel Stadium,24795
2018,22,West Coast,Melbourne,Optus Stadium,55824
2018,23,Brisbane,West Coast,Gabba,16367
2018,23,Carlton,Adelaide,Marvel Stadium,17000
2018,23,Fremantle,Collingwood,Optus Stadium,41320
2018,23,Geelong,Gold Coast,GMHBA Stadium,28004
2018,23,Melbourne,GWS,MCG,37285
2018,23,Port Adelaide,Essendon,Adelaide Oval,39168
2018,23,Richmond,Western Bulldogs,MCG,56998
2018,23,St Kilda,North Melbourne,Marvel Stadium,19866
2018,23,Sydney,Hawthorn,SCG,39660
2019,1,Adelaide,Hawthorn,Adelaide Oval,50180
2019,1,Brisbane,West Coast,Gabba,20029
2019,1,Carlton,Richmond,MCG,85016
2019,1,Collingwood,Geelong,MCG,78017
2019,1,Fremantle,North Melbourne,Optus Stadium,40033
2019,1,GWS,Essendon,GIANTS Stadium,15424
2019,1,Melbourne,Port Adelaide,MCG,38866
2019,1,St Kilda,Gold Coast,Marvel Stadium,20291
2019,1,Western Bulldogs,Sydney,Marvel Stadium,32303
2019,2,Essendon,St Kilda,Marvel Stadium,44252
2019,2,Geelong,Melbourne,GMHBA Stadium,27561
2019,2,Gold Coast,Fremantle,Metricon Stadium,10119
2019,2,Hawthorn,Western Bulldogs,MCG,39368
2019,2,North Melbourne,Brisbane,Marvel Stadium,23100
2019,2,Port Adelaide,Carlton,Adelaide Oval,41552
2019,2,Richmond,Collingwood,MCG,70699
2019,2,Sydney,Adelaide,SCG,32575
2019,2,West Coast,GWS,Optus Stadium,54985
2019,3,Adelaide,Geelong,Adelaide Oval,45631
2019,3,Brisbane,Port Adelaide,Gabba,19958
2019,3,Carlton,Sydney,Marvel Stadium,39290
2019,3,Collingwood,West Coast,MCG,60878
2019,3,Fremantle,St Kilda,Optus Stadium,38227
2019,3,GWS,Richmond,GIANTS Stadium,12697
2019,3,Hawthorn,North Melbourne,MCG,36174
2019,3,Melbourne,Essendon,MCG,52475
2019,3,Western Bulldogs,Gold Coast,Marvel Stadium,22499
2019,4,Collingwood,Western Bulldogs,MCG,59257
2019,4,Essendon,Brisbane,MCG,48289
2019,4,Geelong,GWS,GMHBA Stadium,28780
2019,4,Gold Coast,Carlton,Metricon Stadium,14176
2019,4,North Melbourne,Adelaide,Marvel Stadium,17207
2019,4,Port Adelaide,Richmond,Adelaide Oval,38864
2019,4,St Kilda,Hawthorn,Marvel Stadium,35883
2019,4,Sydney,Melbourne,SCG,26669
2019,4,West Coast,Fremantle,Optus Stadium,58219
2019,5,Adelaide,Gold Coast,Adelaide Oval,40847
2019,5,Brisbane,Collingwood,Gabba,34017
2019,5,GWS,Fremantle,UNSW Canberra Oval,11277
2019,5,Hawthorn,Geelong,MCG,66347
2019,5,Melbourne,St Kilda,MCG,35558
2019,5,North Melbourne,Essendon,Marvel Stadium,48278
2019,5,Richmond,Sydney,Marvel Stadium,40053
2019,5,West Coast,Port Adelaide,Optus Stadium,49290
2019,5,Western Bulldogs,Carlton,Marvel Stadium,35069
2019,6,Essendon,Collingwood,MCG,92241
2019,6,Fremantle,Western Bulldogs,Optus Stadium,43732
2019,6,Geelong,West Coast,GMHBA Stadium,28085
2019,6,Gold Coast,Brisbane,Metricon Stadium,13694
2019,6,Hawthorn,Carlton,University of Tasmania Stadium,15888
2019,6,Port Adelaide,North Melbourne,Adelaide Oval,36099
2019,6,Richmond,Melbourne,MCG,72704
2019,6,St Kilda,Adelaide,Marvel Stadium,28404
2019,6,Sydney,GWS,SCG,29780
2019,7,Adelaide,Fremantle,Adelaide Oval,42383
2019,7,Brisbane,Sydney,Gabba,20075
2019,7,Carlton,North Melbourne,Marvel Stadium,42430
2019,7,Collingwood,Port Adelaide,Marvel Stadium,37559
2019,7,Geelong,Essendon,MCG,63527
2019,7,GWS,St Kilda,UNSW Canberra Oval,12633
2019,7,Melbourne,Hawthorn,MCG,40864
2019,7,West Coast,Gold Coast,Optus Stadium,47497
2019,7,Western Bulldogs,Richmond,Marvel Stadium,36151
2019,8,Carlton,Collingwood,MCG,69289
2019,8,Fremantle,Richmond,Optus Stadium,42641
2019,8,Gold Coast,Melbourne,Metricon Stadium,9765
2019,8,Hawthorn,GWS,MCG,14636
2019,8,North Melbourne,Geelong,Marvel Stadium,21156
2019,8,Port Adelaide,Adelaide,Adelaide Oval,49675
2019,8,St Kilda,West Coast,Marvel Stadium,24246
2019,8,Sydney,Essendon,SCG,26502
2019,8,Western Bulldogs,Brisbane,Mars Stadium,9039
2019,9,Brisbane,Adelaide,Gabba,20405
2019,9,Collingwood,St Kilda,MCG,60702
2019,9,Essendon,Fremantle,Marvel Stadium,29176
2019,9,Geelong,Western Bulldogs,GMHBA Stadium,31373
2019,9,GWS,Carlton,GIANTS Stadium,9599
2019,9,North Melbourne,Sydney,Blundstone Arena,12799
2019,9,Port Adelaide,Gold Coast,Adelaide Oval,26129
2019,9,Richmond,Hawthorn,MCG,64936
2019,9,West Coast,Melbourne,Optus Stadium,51162
2019,10,Adelaide,West Coast,Adelaide Oval,41630
2019,10,Fremantle,Brisbane,Optus Stadium,36383
2019,10,Gold Coast,Geelong,Metricon Stadium,13144
2019,10,Hawthorn,Port Adelaide,University of Tasmania Stadium,11637
2019,10,Melbourne,GWS,MCG,20023
2019,10,Richmond,Essendon,MCG,80176
2019,10,St Kilda,Carlton,Marvel Stadium,35058
2019,10,Sydney,Collingwood,SCG,34649
2019,10,Western Bulldogs,North Melbourne,Marvel Stadium,26156
2019,11,Brisbane,Hawthorn,Gabba,25051
2019,11,Collingwood,Fremantle,MCG,41774
2019,11,Essendon,Carlton,MCG,50423
2019,11,Geelong,Sydney,GMHBA Stadium,29021
2019,11,GWS,Gold Coast,GIANTS Stadium,7581
2019,11,Melbourne,Adelaide,TIO Stadium,10634
2019,11,North Melbourne,Richmond,Marvel Stadium,29326
2019,11,St Kilda,Port Adelaide,Jiangwan Stadium,9412
2019,11,West Coast,Western Bulldogs,Optus Stadium,53195
2019,12,Adelaide,GWS,Adelaide Oval,41710
2019,12,Carlton,Brisbane,Marvel Stadium,32211
2019,12,Collingwood,Melbourne,MCG,74036
2019,12,Gold Coast,North Melbourne,Metricon Stadium,9305
2019,12,Richmond,Geelong,MCG,65214
2019,12,Sydney,West Coast,SCG,36640
2019,13,Adelaide,Richmond,Adelaide Oval,40837
2019,13,Carlton,Western Bulldogs,Marvel Stadium,35479
2019,13,Essendon,Hawthorn,Marvel Stadium,44846
2019,13,Fremantle,Port Adelaide,Optus Stadium,37451
2019,13,Gold Coast,St Kilda,Riverway Stadium,7243
2019,13,North Melbourne,GWS,Blundstone Arena,7832
2019,14,Melbourne,Fremantle,MCG,20211
2019,14,Port Adelaide,Geelong,Adelaide Oval,37726
2019,14,St Kilda,Brisbane,Marvel Stadium,22885
2019,14,Sydney,Hawthorn,SCG,29553
2019,14,West Coast,Essendon,Optus Stadium,52810
2019,14,Western Bulldogs,Collingwood,Marvel Stadium,39836
2019,15,Brisbane,Melbourne,Gabba,24809
2019,15,Collingwood,North Melbourne,Marvel Stadium,38801
2019,15,Essendon,GWS,Marvel Stadium,25195
2019,15,Fremantle,Carlton,Optus Stadium,37293
2019,15,Geelong,Adelaide,GMHBA Stadium,28108
2019,15,Hawthorn,West Coast,MCG,31895
2019,15,Port Adelaide,Western Bulldogs,Adelaide Oval,25623
2019,15,St Kilda,Richmond,Marvel Stadium,40962
2019,15,Sydney,Gold Coast,SCG,26194
2019,16,Adelaide,Port Adelaide,Adelaide Oval,50544
2019,16,Carlton,Melbourne,MCG,55593
2019,16,Essendon,Sydney,MCG,60199
2019,16,Fremantle,West Coast,Optus Stadium,56358
2019,16,Gold Coast,Richmond,Metricon Stadium,16031
2019,16,GWS,Brisbane,GIANTS Stadium,12268
2019,16,Hawthorn,Collingwood,MCG,66407
2019,16,North Melbourne,St Kilda,Blundstone Arena,10696
2019,16,Western Bulldogs,Geelong,Marvel Stadium,35641
2019,17,Essendon,North Melbourne,Marvel Stadium,45682
2019,17,Geelong,St Kilda,GMHBA Stadium,24035
2019,17,Gold Coast,Adelaide,Metricon Stadium,8741
2019,17,Hawthorn,Fremantle,University of Tasmania Stadium,13006
2019,17,Port Adelaide,Brisbane,Adelaide Oval,33118
2019,17,Richmond,GWS,MCG,38986
2019,17,Sydney,Carlton,SCG,32570
2019,17,West Coast,Collingwood,Optus Stadium,56251
2019,17,Western Bulldogs,Melbourne,Marvel Stadium,26781
2019,18,Adelaide,Essendon,Adelaide Oval,47735
2019,18,Brisbane,North Melbourne,Gabba,23833
2019,18,Carlton,Gold Coast,Marvel Stadium,31765
2019,18,Fremantle,Sydney,Optus Stadium,33594
2019,18,Geelong,Hawthorn,MCG,53636
2019,18,GWS,Collingwood,GIANTS Stadium,15467
2019,18,Melbourne,West Coast,TIO Traeger Park,7164
2019,18,Richmond,Port Adelaide,MCG,41642
2019,18,St Kilda,Western Bulldogs,Marvel Stadium,21705
2019,19,Carlton,Adelaide,MCG,38369
2019,19,Collingwood,Richmond,MCG,78722
2019,19,Gold Coast,Essendon,Metricon Stadium,15759
2019,19,Hawthorn,Brisbane,University of Tasmania Stadium,15157
2019,19,Port Adelaide,GWS,Adelaide Oval,27591
2019,19,St Kilda,Melbourne,Marvel Stadium,22854
2019,19,Sydney,Geelong,SCG,32911
2019,19,West Coast,North Melbourne,Optus Stadium,54376
2019,19,Western Bulldogs,Fremantle,Marvel Stadium,21181
2019,20,Adelaide,St Kilda,Adelaide Oval,39984
2019,20,Brisbane,Western Bulldogs,Gabba,25831
2019,20,Carlton,West Coast,Marvel Stadium,32802
2019,20,Collingwood,Gold Coast,MCG,33577
2019,20,Essendon,Port Adelaide,Marvel Stadium,42940
2019,20,Fremantle,Geelong,Optus Stadium,36310
2019,20,GWS,Sydney,GIANTS Stadium,16116
2019,20,Melbourne,Richmond,MCG,37254
2019,20,North Melbourne,Hawthorn,Marvel Stadium,33226
2019,21,Brisbane,Gold Coast,Gabba,22530
2019,21,Essendon,Western Bulldogs,Marvel Stadium,41816
2019,21,Geelong,North Melbourne,GMHBA Stadium,21664
2019,21,GWS,Hawthorn,UNSW Canberra Oval,11741
2019,21,Melbourne,Collingwood,MCG,31903
2019,21,Port Adelaide,Sydney,Adelaide Oval,29568
2019,21,Richmond,Carlton,MCG,51039
2019,21,St Kilda,Fremantle,Marvel Stadium,17715
2019,21,West Coast,Adelaide,Optus Stadium,54994
2019,22,Adelaide,Collingwood,Adelaide Oval,48175
2019,22,Brisbane,Geelong,Gabba,35608
2019,22,Carlton,St Kilda,MCG,51786
2019,22,Fremantle,Essendon,Optus Stadium,47833
2019,22,GWS,Western Bulldogs,GIANTS Stadium,10139
2019,22,Hawthorn,Gold Coast,Marvel Stadium,31331
2019,22,Melbourne,Sydney,MCG,23700
2019,22,North Melbourne,Port Adelaide,Marvel Stadium,17063
2019,22,Richmond,West Coast,MCG,57415
2019,23,Collingwood,Essendon,MCG,85405
2019,23,Geelong,Carlton,GMHBA Stadium,31669
2019,23,Gold Coast,GWS,Metricon Stadium,7610
2019,23,North Melbourne,Melbourne,Blundstone Arena,8202
2019,23,Port Adelaide,Fremantle,Adelaide Oval,27504
2019,23,Richmond,Brisbane,MCG,76995
2019,23,Sydney,St Kilda,SCG,33722
2019,23,West Coast,Hawthorn,Optus Stadium,55859
2019,23,Western Bulldogs,Adelaide,Mars Stadium,9560
