Year,match_round,match_home_team,match_away_team,venue_name,match_attendance
1999,1,Adelaide,Western Bulldogs,Football Park,39135
1999,1,Brisbane,St Kilda,Gabba,20172
1999,1,Collingwood,Hawthorn,MCG,48620
1999,1,Essendon,Carlton,MCG,71501
1999,1,Fremantle,West Coast,Subiaco,32680
1999,1,Geelong,North Melbourne,MCG,33674
1999,1,Melbourne,Richmond,MCG,47620
1999,1,Sydney,Port Adelaide,SCG,28264
1999,2,Carlton,Collingwood,MCG,70506
1999,2,Hawthorn,Adelaide,Waverley Park,29135
1999,2,North Melbourne,Essendon,MCG,48383
1999,2,Port Adelaide,Fremantle,Football Park,28384
1999,2,Richmond,Sydney,MCG,40462
1999,2,St Kilda,Melbourne,Waverley Park,37232
1999,2,West Coast,Brisbane,Subiaco,29932
1999,2,Western Bulldogs,Geelong,Ikon Park,22162
1999,3,Adelaide,St Kilda,Football Park,41708
1999,3,Brisbane,Port Adelaide,Gabba,21092
1999,3,Collingwood,West Coast,Victoria Park,19441
1999,3,Essendon,Sydney,MCG,50324
1999,3,Fremantle,Hawthorn,Subiaco,22552
1999,3,Geelong,Melbourne,GMHBA Stadium,27417
1999,3,Richmond,North Melbourne,MCG,46173
1999,3,Western Bulldogs,Carlton,Ikon Park,27649
1999,4,Brisbane,Adelaide,Gabba,21360
1999,4,Carlton,Fremantle,Ikon Park,19100
1999,4,Collingwood,Richmond,MCG,49609
1999,4,Melbourne,Hawthorn,MCG,46289
1999,4,Port Adelaide,Geelong,Football Park,34570
1999,4,St Kilda,Western Bulldogs,Waverley Park,33581
1999,4,Sydney,North Melbourne,SCG,29617
1999,4,West Coast,Essendon,Subiaco,32893
1999,5,Adelaide,Sydney,Football Park,42641
1999,5,Carlton,Geelong,Ikon Park,31189
1999,5,Essendon,Collingwood,MCG,73118
1999,5,Fremantle,Brisbane,Subiaco,24044
1999,5,Hawthorn,West Coast,Waverley Park,27370
1999,5,Melbourne,Port Adelaide,MCG,24533
1999,5,North Melbourne,St Kilda,SCG,11706
1999,5,Western Bulldogs,Richmond,MCG,43043
1999,6,Adelaide,Port Adelaide,Football Park,45615
1999,6,Brisbane,Melbourne,Gabba,21753
1999,6,Collingwood,North Melbourne,MCG,38245
1999,6,Geelong,Hawthorn,GMHBA Stadium,27341
1999,6,Richmond,Essendon,MCG,59458
1999,6,St Kilda,Carlton,MCG,43777
1999,6,Sydney,Fremantle,SCG,24629
1999,6,West Coast,Western Bulldogs,Subiaco,32370
1999,7,Brisbane,Collingwood,Gabba,22023
1999,7,Carlton,Richmond,MCG,52103
1999,7,Fremantle,Geelong,Subiaco,17620
1999,7,Melbourne,Essendon,MCG,51722
1999,7,North Melbourne,Adelaide,MCG,22006
1999,7,Port Adelaide,Western Bulldogs,Football Park,28525
1999,7,St Kilda,West Coast,Waverley Park,28240
1999,7,Sydney,Hawthorn,SCG,25823
1999,8,Collingwood,Fremantle,MCG,26339
1999,8,Essendon,St Kilda,MCG,62928
1999,8,Geelong,Sydney,GMHBA Stadium,21581
1999,8,Hawthorn,North Melbourne,Waverley Park,21114
1999,8,Port Adelaide,Carlton,Football Park,30557
1999,8,Richmond,Brisbane,MCG,28217
1999,8,West Coast,Adelaide,Subiaco,32484
1999,8,Western Bulldogs,Melbourne,Ikon Park,18226
1999,9,Adelaide,Richmond,Football Park,38151
1999,9,Brisbane,Geelong,Gabba,22948
1999,9,Carlton,Melbourne,Ikon Park,24669
1999,9,Collingwood,Western Bulldogs,MCG,44457
1999,9,Fremantle,North Melbourne,Subiaco,24218
1999,9,Hawthorn,Essendon,Waverley Park,46479
1999,9,St Kilda,Port Adelaide,Waverley Park,22232
1999,9,Sydney,West Coast,SCG,36787
1999,10,Adelaide,Essendon,Football Park,39389
1999,10,Brisbane,Western Bulldogs,Gabba,17665
1999,10,Geelong,St Kilda,GMHBA Stadium,22906
1999,10,Melbourne,Fremantle,MCG,19178
1999,10,North Melbourne,Port Adelaide,MCG,16429
1999,10,Richmond,Hawthorn,MCG,45382
1999,10,Sydney,Collingwood,SCG,41280
1999,10,West Coast,Carlton,Subiaco,33313
1999,11,Carlton,Brisbane,Ikon Park,24235
1999,11,Collingwood,Melbourne,MCG,40031
1999,11,Essendon,Geelong,MCG,61783
1999,11,Fremantle,Adelaide,Subiaco,23814
1999,11,North Melbourne,West Coast,SCG,15230
1999,11,Port Adelaide,Richmond,Football Park,25753
1999,11,St Kilda,Sydney,Waverley Park,46880
1999,11,Western Bulldogs,Hawthorn,Ikon Park,18977
1999,12,Adelaide,Collingwood,Football Park,36737
1999,12,Brisbane,Essendon,Gabba,24989
1999,12,Carlton,Sydney,Ikon Park,26006
1999,12,Hawthorn,St Kilda,Waverley Park,36381
1999,12,Melbourne,North Melbourne,MCG,28350
1999,12,Richmond,Geelong,MCG,36013
1999,12,West Coast,Port Adelaide,Subiaco,32596
1999,12,Western Bulldogs,Fremantle,Ikon Park,13513
1999,13,Essendon,Western Bulldogs,MCG,55230
1999,13,Fremantle,Richmond,Subiaco,22865
1999,13,Geelong,West Coast,GMHBA Stadium,19093
1999,13,Melbourne,Adelaide,MCG,23371
1999,13,North Melbourne,Carlton,MCG,36558
1999,13,Port Adelaide,Hawthorn,Football Park,28739
1999,13,St Kilda,Collingwood,Waverley Park,40790
1999,13,Sydney,Brisbane,SCG,25528
1999,14,Adelaide,Geelong,Football Park,40209
1999,14,Collingwood,Port Adelaide,MCG,29462
1999,14,Essendon,Fremantle,MCG,35273
1999,14,Hawthorn,Carlton,Waverley Park,48353
1999,14,North Melbourne,Brisbane,MCG,24189
1999,14,St Kilda,Richmond,Waverley Park,43614
1999,14,Sydney,Western Bulldogs,SCG,28420
1999,14,West Coast,Melbourne,Subiaco,33541
1999,15,Brisbane,Hawthorn,Gabba,22758
1999,15,Carlton,Adelaide,Ikon Park,22720
1999,15,Fremantle,St Kilda,Subiaco,24411
1999,15,Geelong,Collingwood,GMHBA Stadium,24395
1999,15,Melbourne,Sydney,MCG,35500
1999,15,Port Adelaide,Essendon,Football Park,34671
1999,15,Richmond,West Coast,MCG,32564
1999,15,Western Bulldogs,North Melbourne,MCG,44683
1999,16,Carlton,Essendon,MCG,66207
1999,16,Hawthorn,Collingwood,Waverley Park,40319
1999,16,North Melbourne,Geelong,SCG,10676
1999,16,Port Adelaide,Sydney,Football Park,30750
1999,16,Richmond,Melbourne,MCG,44898
1999,16,St Kilda,Brisbane,Waverley Park,22268
1999,16,West Coast,Fremantle,Subiaco,36763
1999,16,Western Bulldogs,Adelaide,MCG,27747
1999,17,Adelaide,Hawthorn,Football Park,38679
1999,17,Brisbane,West Coast,Gabba,22186
1999,17,Collingwood,Carlton,MCG,53560
1999,17,Essendon,North Melbourne,MCG,68831
1999,17,Fremantle,Port Adelaide,WACA,22987
1999,17,Geelong,Western Bulldogs,GMHBA Stadium,19951
1999,17,Melbourne,St Kilda,MCG,28854
1999,17,Sydney,Richmond,SCG,29507
1999,18,Carlton,Western Bulldogs,Ikon Park,24483
1999,18,Hawthorn,Fremantle,Waverley Park,13941
1999,18,Melbourne,Geelong,MCG,27408
1999,18,North Melbourne,Richmond,MCG,38196
1999,18,Port Adelaide,Brisbane,Football Park,33345
1999,18,St Kilda,Adelaide,Waverley Park,20131
1999,18,Sydney,Essendon,SCG,31776
1999,18,West Coast,Collingwood,WACA,26126
1999,19,Adelaide,Brisbane,Football Park,33398
1999,19,Essendon,West Coast,MCG,55096
1999,19,Fremantle,Carlton,WACA,23372
1999,19,Geelong,Port Adelaide,GMHBA Stadium,17234
1999,19,Hawthorn,Melbourne,Waverley Park,16665
1999,19,North Melbourne,Sydney,SCG,27964
1999,19,Richmond,Collingwood,MCG,47621
1999,19,Western Bulldogs,St Kilda,Ikon Park,15804
1999,20,Brisbane,Fremantle,Gabba,23845
1999,20,Collingwood,Essendon,MCG,56129
1999,20,Geelong,Carlton,MCG,42272
1999,20,Port Adelaide,Melbourne,Football Park,26000
1999,20,Richmond,Western Bulldogs,MCG,31062
1999,20,St Kilda,North Melbourne,Waverley Park,26261
1999,20,Sydney,Adelaide,SCG,34299
1999,20,West Coast,Hawthorn,WACA,24835
1999,21,Carlton,St Kilda,Ikon Park,24185
1999,21,Essendon,Richmond,MCG,48835
1999,21,Fremantle,Sydney,WACA,25126
1999,21,Hawthorn,Geelong,Waverley Park,31603
1999,21,Melbourne,Brisbane,MCG,18679
1999,21,North Melbourne,Collingwood,MCG,33449
1999,21,Port Adelaide,Adelaide,Football Park,42669
1999,21,Western Bulldogs,West Coast,Ikon Park,17267
1999,22,Adelaide,North Melbourne,Football Park,37662
1999,22,Collingwood,Brisbane,Victoria Park,24493
1999,22,Essendon,Melbourne,MCG,47480
1999,22,Geelong,Fremantle,GMHBA Stadium,17378
1999,22,Hawthorn,Sydney,Waverley Park,72130
1999,22,Richmond,Carlton,MCG,34013
1999,22,West Coast,St Kilda,WACA,24696
1999,22,Western Bulldogs,Port Adelaide,Ikon Park,15183
2000,1,Adelaide,Western Bulldogs,Football Park,37222
2000,1,Carlton,Brisbane,Ikon Park,22374
2000,1,Essendon,Port Adelaide,Marvel Stadium,43012
2000,1,Fremantle,Geelong,Subiaco,19777
2000,1,Hawthorn,Collingwood,MCG,53776
2000,1,North Melbourne,West Coast,MCG,20580
2000,1,Richmond,Melbourne,MCG,41648
2000,1,St Kilda,Sydney,Marvel Stadium,31440
2000,2,Carlton,Hawthorn,Ikon Park,21161
2000,2,Collingwood,Adelaide,MCG,33076
2000,2,Essendon,Richmond,MCG,49521
2000,2,Geelong,St Kilda,GMHBA Stadium,20476
2000,2,Melbourne,North Melbourne,MCG,23348
2000,2,Port Adelaide,Fremantle,Football Park,24695
2000,2,West Coast,Sydney,Subiaco,38127
2000,2,Western Bulldogs,Brisbane,Marvel Stadium,24460
2000,3,Adelaide,Geelong,Football Park,39179
2000,3,Collingwood,Carlton,MCG,82669
2000,3,Fremantle,Essendon,Subiaco,27230
2000,3,Hawthorn,Brisbane,MCG,20374
2000,3,Richmond,North Melbourne,MCG,37543
2000,3,St Kilda,West Coast,Marvel Stadium,21215
2000,3,Sydney,Melbourne,SCG,26920
2000,3,Western Bulldogs,Port Adelaide,Marvel Stadium,18134
2000,4,Hawthorn,Essendon,MCG,46889
2000,4,Melbourne,St Kilda,MCG,31642
2000,4,North Melbourne,Geelong,Marvel Stadium,34623
2000,4,Port Adelaide,Brisbane,Football Park,24458
2000,4,Richmond,Fremantle,Marvel Stadium,23578
2000,4,Sydney,Collingwood,SCG,34687
2000,4,West Coast,Adelaide,WACA,26008
2000,4,Western Bulldogs,Carlton,Marvel Stadium,30576
2000,5,Brisbane,Adelaide,Gabba,26395
2000,5,Essendon,Carlton,MCG,64658
2000,5,Fremantle,Melbourne,WACA,20484
2000,5,Geelong,West Coast,GMHBA Stadium,22623
2000,5,North Melbourne,Sydney,SCG,19306
2000,5,Port Adelaide,Hawthorn,Football Park,22086
2000,5,St Kilda,Richmond,Marvel Stadium,26374
2000,5,Western Bulldogs,Collingwood,Marvel Stadium,45141
2000,6,Adelaide,Hawthorn,Football Park,38158
2000,6,Carlton,Port Adelaide,Ikon Park,16415
2000,6,Collingwood,North Melbourne,MCG,55802
2000,6,Geelong,Melbourne,GMHBA Stadium,26761
2000,6,St Kilda,Brisbane,Marvel Stadium,18194
2000,6,Sydney,Richmond,SCG,25049
2000,6,West Coast,Fremantle,Subiaco,40519
2000,6,Western Bulldogs,Essendon,Marvel Stadium,42029
2000,7,Collingwood,Essendon,MCG,88390
2000,7,Fremantle,Brisbane,Subiaco,19800
2000,7,Hawthorn,Western Bulldogs,MCG,29405
2000,7,Melbourne,West Coast,Marvel Stadium,20774
2000,7,Port Adelaide,Adelaide,Football Park,41101
2000,7,Richmond,Carlton,MCG,63149
2000,7,St Kilda,North Melbourne,Marvel Stadium,25977
2000,7,Sydney,Geelong,SCG,27040
2000,8,Brisbane,Essendon,Gabba,31887
2000,8,Carlton,Sydney,Ikon Park,19964
2000,8,Collingwood,Fremantle,Marvel Stadium,33947
2000,8,Geelong,Richmond,Marvel Stadium,35171
2000,8,North Melbourne,Hawthorn,MCG,36514
2000,8,Port Adelaide,Melbourne,Football Park,22490
2000,8,St Kilda,Adelaide,Marvel Stadium,20125
2000,8,West Coast,Western Bulldogs,WACA,26554
2000,9,Adelaide,North Melbourne,Football Park,40402
2000,9,Brisbane,Collingwood,Gabba,29046
2000,9,Fremantle,Carlton,Subiaco,28421
2000,9,Hawthorn,Geelong,MCG,39116
2000,9,Melbourne,Essendon,MCG,62606
2000,9,Richmond,West Coast,Marvel Stadium,26304
2000,9,Sydney,Port Adelaide,SCG,22446
2000,9,Western Bulldogs,St Kilda,Marvel Stadium,35505
2000,10,Essendon,Adelaide,Marvel Stadium,34626
2000,10,Melbourne,Brisbane,Marvel Stadium,24908
2000,10,North Melbourne,Fremantle,MCG,12400
2000,10,Port Adelaide,Geelong,Football Park,19511
2000,10,Richmond,Collingwood,MCG,64769
2000,10,St Kilda,Carlton,Marvel Stadium,38151
2000,10,West Coast,Hawthorn,Subiaco,37549
2000,10,Western Bulldogs,Sydney,SCG,18817
2000,11,Adelaide,Melbourne,Football Park,37871
2000,11,Carlton,North Melbourne,Ikon Park,28944
2000,11,Collingwood,West Coast,Marvel Stadium,29072
2000,11,Fremantle,Western Bulldogs,Subiaco,20821
2000,11,Geelong,Essendon,Marvel Stadium,47071
2000,11,Hawthorn,Richmond,MCG,41057
2000,11,St Kilda,Port Adelaide,Marvel Stadium,17509
2000,11,Sydney,Brisbane,SCG,19789
2000,12,Adelaide,Sydney,Football Park,30350
2000,12,Brisbane,Richmond,Gabba,29967
2000,12,Collingwood,Geelong,MCG,34367
2000,12,Essendon,St Kilda,Marvel Stadium,39836
2000,12,Hawthorn,Fremantle,Marvel Stadium,16004
2000,12,North Melbourne,Port Adelaide,SCG,7334
2000,12,West Coast,Carlton,Subiaco,39968
2000,12,Western Bulldogs,Melbourne,Marvel Stadium,26180
2000,13,Brisbane,West Coast,Gabba,25359
2000,13,Essendon,North Melbourne,MCG,67172
2000,13,Fremantle,St Kilda,Subiaco,21278
2000,13,Geelong,Western Bulldogs,Marvel Stadium,30573
2000,13,Melbourne,Carlton,MCG,41889
2000,13,Port Adelaide,Collingwood,Football Park,22691
2000,13,Richmond,Adelaide,Marvel Stadium,32959
2000,13,Sydney,Hawthorn,SCG,21353
2000,14,Adelaide,Fremantle,Football Park,40917
2000,14,Carlton,Geelong,Ikon Park,31988
2000,14,Melbourne,Collingwood,MCG,39710
2000,14,North Melbourne,Brisbane,Marvel Stadium,26326
2000,14,Richmond,Western Bulldogs,MCG,49557
2000,14,St Kilda,Hawthorn,MCG,21744
2000,14,Sydney,Essendon,SCG,29199
2000,14,West Coast,Port Adelaide,Subiaco,31996
2000,15,Carlton,Adelaide,Ikon Park,25563
2000,15,Collingwood,St Kilda,MCG,35542
2000,15,Essendon,West Coast,Marvel Stadium,39694
2000,15,Fremantle,Sydney,Subiaco,20465
2000,15,Geelong,Brisbane,GMHBA Stadium,21003
2000,15,Hawthorn,Melbourne,MCG,39215
2000,15,Port Adelaide,Richmond,Football Park,26053
2000,15,Western Bulldogs,North Melbourne,Marvel Stadium,27695
2000,16,Brisbane,Carlton,Gabba,34743
2000,16,Collingwood,Hawthorn,Marvel Stadium,38745
2000,16,Geelong,Fremantle,GMHBA Stadium,17399
2000,16,Melbourne,Richmond,MCG,43200
2000,16,Port Adelaide,Essendon,Football Park,35129
2000,16,Sydney,St Kilda,SCG,22154
2000,16,West Coast,North Melbourne,Subiaco,36461
2000,16,Western Bulldogs,Adelaide,Marvel Stadium,22229
2000,17,Adelaide,Collingwood,Football Park,40171
2000,17,Brisbane,Western Bulldogs,Gabba,24662
2000,17,Fremantle,Port Adelaide,WACA,10826
2000,17,Hawthorn,Carlton,MCG,48268
2000,17,North Melbourne,Melbourne,Marvel Stadium,30423
2000,17,Richmond,Essendon,MCG,73465
2000,17,St Kilda,Geelong,Marvel Stadium,23870
2000,17,Sydney,West Coast,SCG,22002
2000,18,Brisbane,Hawthorn,Gabba,26782
2000,18,Carlton,Collingwood,Ikon Park,30096
2000,18,Essendon,Fremantle,Marvel Stadium,34567
2000,18,Geelong,Adelaide,GMHBA Stadium,20480
2000,18,Melbourne,Sydney,MCG,33923
2000,18,North Melbourne,Richmond,SCG,9198
2000,18,Port Adelaide,Western Bulldogs,Football Park,21783
2000,18,West Coast,St Kilda,WACA,22232
2000,19,Adelaide,West Coast,Football Park,35425
2000,19,Brisbane,Port Adelaide,Gabba,21956
2000,19,Carlton,Western Bulldogs,Ikon Park,25397
2000,19,Collingwood,Sydney,MCG,33182
2000,19,Essendon,Hawthorn,Marvel Stadium,46946
2000,19,Fremantle,Richmond,WACA,19116
2000,19,Geelong,North Melbourne,Marvel Stadium,37446
2000,19,St Kilda,Melbourne,Marvel Stadium,24039
2000,20,Adelaide,Brisbane,Football Park,40817
2000,20,Carlton,Essendon,MCG,91571
2000,20,Collingwood,Western Bulldogs,Marvel Stadium,30342
2000,20,Hawthorn,Port Adelaide,MCG,18976
2000,20,Melbourne,Fremantle,Marvel Stadium,16120
2000,20,Richmond,St Kilda,MCG,35463
2000,20,Sydney,North Melbourne,SCG,30551
2000,20,West Coast,Geelong,Subiaco,30615
2000,21,Brisbane,St Kilda,Gabba,25603
2000,21,Essendon,Western Bulldogs,Marvel Stadium,45725
2000,21,Fremantle,West Coast,Subiaco,37710
2000,21,Hawthorn,Adelaide,MCG,25512
2000,21,Melbourne,Geelong,MCG,75033
2000,21,North Melbourne,Collingwood,Marvel Stadium,30003
2000,21,Port Adelaide,Carlton,Football Park,30152
2000,21,Richmond,Sydney,Marvel Stadium,35697
2000,22,Adelaide,Port Adelaide,Football Park,42659
2000,22,Brisbane,Fremantle,Gabba,25070
2000,22,Carlton,Richmond,MCG,65078
2000,22,Essendon,Collingwood,MCG,66122
2000,22,Geelong,Sydney,GMHBA Stadium,26011
2000,22,North Melbourne,St Kilda,Marvel Stadium,16310
2000,22,West Coast,Melbourne,Subiaco,34471
2000,22,Western Bulldogs,Hawthorn,Marvel Stadium,45527
2001,1,Fremantle,Carlton,Subiaco,23716
2001,1,Geelong,West Coast,GMHBA Stadium,20149
2001,1,Hawthorn,Collingwood,MCG,52190
2001,1,Melbourne,Richmond,MCG,44466
2001,1,North Melbourne,Essendon,MCG,56028
2001,1,Port Adelaide,Brisbane,Football Park,25948
2001,1,Sydney,Adelaide,SCG,31174
2001,1,Western Bulldogs,St Kilda,Marvel Stadium,30047
2001,2,Adelaide,Melbourne,Football Park,35653
2001,2,Brisbane,North Melbourne,Gabba,22970
2001,2,Carlton,Hawthorn,Ikon Park,27597
2001,2,Collingwood,Fremantle,Marvel Stadium,26067
2001,2,Essendon,Port Adelaide,Marvel Stadium,34918
2001,2,Richmond,Western Bulldogs,MCG,36427
2001,2,St Kilda,Geelong,Marvel Stadium,33867
2001,2,West Coast,Sydney,Subiaco,32673
2001,3,Adelaide,Port Adelaide,Football Park,40296
2001,3,Carlton,Essendon,MCG,63088
2001,3,Fremantle,Hawthorn,Subiaco,20703
2001,3,Melbourne,Geelong,MCG,48551
2001,3,North Melbourne,Sydney,SCG,22395
2001,3,Richmond,Brisbane,MCG,31688
2001,3,St Kilda,West Coast,Marvel Stadium,19496
2001,3,Western Bulldogs,Collingwood,Marvel Stadium,37598
2001,4,Carlton,Adelaide,Ikon Park,21110
2001,4,Collingwood,Richmond,MCG,78638
2001,4,Fremantle,West Coast,Subiaco,38804
2001,4,Geelong,North Melbourne,GMHBA Stadium,14298
2001,4,Hawthorn,Melbourne,MCG,30113
2001,4,Port Adelaide,St Kilda,Football Park,27017
2001,4,Sydney,Essendon,SCG,40131
2001,4,Western Bulldogs,Brisbane,Marvel Stadium,20322
2001,5,Adelaide,North Melbourne,Football Park,37596
2001,5,Brisbane,Fremantle,Gabba,20059
2001,5,Carlton,St Kilda,Ikon Park,24385
2001,5,Essendon,Collingwood,MCG,83905
2001,5,Geelong,Port Adelaide,GMHBA Stadium,18736
2001,5,Melbourne,Sydney,MCG,31168
2001,5,West Coast,Richmond,Subiaco,38424
2001,5,Western Bulldogs,Hawthorn,Marvel Stadium,34400
2001,6,Brisbane,Geelong,Gabba,25881
2001,6,Collingwood,Carlton,MCG,73572
2001,6,Essendon,West Coast,Marvel Stadium,33829
2001,6,Fremantle,Melbourne,Subiaco,19775
2001,6,Hawthorn,Adelaide,University of Tasmania Stadium,17460
2001,6,North Melbourne,Richmond,Marvel Stadium,39773
2001,6,Port Adelaide,Western Bulldogs,Football Park,30197
2001,6,St Kilda,Sydney,Marvel Stadium,28933
2001,7,Adelaide,Fremantle,Football Park,38292
2001,7,Collingwood,North Melbourne,Marvel Stadium,34600
2001,7,Geelong,Carlton,MCG,29150
2001,7,Melbourne,Western Bulldogs,MCG,32299
2001,7,Richmond,Essendon,MCG,77576
2001,7,St Kilda,Hawthorn,Marvel Stadium,37940
2001,7,Sydney,Brisbane,SCG,22390
2001,7,West Coast,Port Adelaide,Subiaco,28026
2001,8,Carlton,Brisbane,Ikon Park,21997
2001,8,Fremantle,Geelong,Subiaco,20231
2001,8,Hawthorn,West Coast,MCG,22988
2001,8,Melbourne,Essendon,MCG,47452
2001,8,North Melbourne,St Kilda,UNSW Canberra Oval,10958
2001,8,Port Adelaide,Collingwood,Football Park,34232
2001,8,Richmond,Adelaide,MCG,29073
2001,8,Western Bulldogs,Sydney,SCG,22874
2001,9,Brisbane,Adelaide,Gabba,24122
2001,9,Collingwood,St Kilda,MCG,49937
2001,9,Essendon,Hawthorn,Marvel Stadium,50701
2001,9,Geelong,Richmond,GMHBA Stadium,27421
2001,9,North Melbourne,Carlton,MCG,43624
2001,9,Port Adelaide,Melbourne,Football Park,22423
2001,9,Sydney,Fremantle,SCG,20611
2001,9,West Coast,Western Bulldogs,Subiaco,30063
2001,10,Adelaide,Geelong,Football Park,40466
2001,10,Brisbane,Essendon,Gabba,36149
2001,10,Carlton,West Coast,Ikon Park,19757
2001,10,Collingwood,Sydney,Marvel Stadium,42640
2001,10,Fremantle,Richmond,Subiaco,19626
2001,10,Hawthorn,Port Adelaide,MCG,28228
2001,10,St Kilda,Melbourne,Marvel Stadium,30497
2001,10,Western Bulldogs,North Melbourne,Marvel Stadium,32793
2001,11,Adelaide,Western Bulldogs,Football Park,38829
2001,11,Geelong,Hawthorn,Marvel Stadium,37526
2001,11,Melbourne,Collingwood,MCG,62761
2001,11,North Melbourne,Fremantle,Marvel Stadium,18023
2001,11,Richmond,Carlton,MCG,71767
2001,11,St Kilda,Essendon,Marvel Stadium,40075
2001,11,Sydney,Port Adelaide,SCG,28187
2001,11,West Coast,Brisbane,Subiaco,25588
2001,12,Collingwood,West Coast,Marvel Stadium,36589
2001,12,Essendon,Adelaide,Marvel Stadium,38816
2001,12,Fremantle,St Kilda,Subiaco,19857
2001,12,Geelong,Western Bulldogs,GMHBA Stadium,22771
2001,12,Hawthorn,North Melbourne,MCG,41295
2001,12,Melbourne,Brisbane,Gabba,23740
2001,12,Port Adelaide,Carlton,Football Park,35805
2001,12,Richmond,Sydney,Marvel Stadium,37196
2001,13,Adelaide,Collingwood,Football Park,39010
2001,13,Brisbane,Hawthorn,Gabba,30573
2001,13,Carlton,Western Bulldogs,Ikon Park,30067
2001,13,Essendon,Fremantle,Marvel Stadium,29528
2001,13,North Melbourne,Port Adelaide,UNSW Canberra Oval,10030
2001,13,St Kilda,Richmond,Marvel Stadium,40783
2001,13,Sydney,Geelong,SCG,26760
2001,13,West Coast,Melbourne,Subiaco,29783
2001,14,Adelaide,West Coast,Football Park,31534
2001,14,Brisbane,St Kilda,Gabba,22911
2001,14,Fremantle,Port Adelaide,Subiaco,15961
2001,14,Geelong,Collingwood,Marvel Stadium,50160
2001,14,Melbourne,North Melbourne,MCG,27464
2001,14,Richmond,Hawthorn,MCG,52189
2001,14,Sydney,Carlton,SCG,30488
2001,14,Western Bulldogs,Essendon,Marvel Stadium,48728
2001,15,Carlton,Melbourne,Ikon Park,23901
2001,15,Collingwood,Brisbane,MCG,45016
2001,15,Essendon,Geelong,Marvel Stadium,48152
2001,15,Hawthorn,Sydney,MCG,34394
2001,15,Port Adelaide,Richmond,Football Park,26773
2001,15,St Kilda,Adelaide,Marvel Stadium,26560
2001,15,West Coast,North Melbourne,Subiaco,34259
2001,15,Western Bulldogs,Fremantle,Marvel Stadium,15111
2001,16,Adelaide,Sydney,Football Park,46852
2001,16,Brisbane,Port Adelaide,Gabba,29547
2001,16,Carlton,Fremantle,Ikon Park,15622
2001,16,Collingwood,Hawthorn,MCG,52381
2001,16,Essendon,North Melbourne,MCG,51878
2001,16,Richmond,Melbourne,MCG,37938
2001,16,St Kilda,Western Bulldogs,Marvel Stadium,21665
2001,16,West Coast,Geelong,Subiaco,31456
2001,17,Fremantle,Collingwood,Subiaco,20498
2001,17,Geelong,St Kilda,GMHBA Stadium,22414
2001,17,Hawthorn,Carlton,MCG,52472
2001,17,Melbourne,Adelaide,MCG,17566
2001,17,North Melbourne,Brisbane,Marvel Stadium,26776
2001,17,Port Adelaide,Essendon,Football Park,37930
2001,17,Sydney,West Coast,SCG,20669
2001,17,Western Bulldogs,Richmond,Marvel Stadium,43595
2001,18,Brisbane,Western Bulldogs,Gabba,26872
2001,18,Essendon,Carlton,MCG,75873
2001,18,Geelong,Melbourne,MCG,31074
2001,18,Hawthorn,Fremantle,Marvel Stadium,16595
2001,18,Port Adelaide,Adelaide,Football Park,49846
2001,18,Richmond,Collingwood,MCG,69930
2001,18,Sydney,North Melbourne,SCG,32689
2001,18,West Coast,St Kilda,Subiaco,31358
2001,19,Adelaide,Carlton,Football Park,44542
2001,19,Brisbane,Richmond,Gabba,31324
2001,19,Collingwood,Western Bulldogs,MCG,38793
2001,19,Essendon,Sydney,Marvel Stadium,45057
2001,19,Melbourne,Hawthorn,MCG,26632
2001,19,North Melbourne,Geelong,Marvel Stadium,30919
2001,19,St Kilda,Port Adelaide,Marvel Stadium,14018
2001,19,West Coast,Fremantle,Subiaco,41285
2001,20,Collingwood,Essendon,MCG,71518
2001,20,Fremantle,Brisbane,Subiaco,15136
2001,20,Hawthorn,Western Bulldogs,MCG,26642
2001,20,North Melbourne,Adelaide,Marvel Stadium,25340
2001,20,Port Adelaide,Geelong,Football Park,25536
2001,20,Richmond,West Coast,Marvel Stadium,25856
2001,20,St Kilda,Carlton,Marvel Stadium,34521
2001,20,Sydney,Melbourne,SCG,28367
2001,21,Adelaide,Hawthorn,Football Park,42827
2001,21,Carlton,Collingwood,MCG,70051
2001,21,Geelong,Brisbane,GMHBA Stadium,24325
2001,21,Melbourne,Fremantle,Marvel Stadium,12566
2001,21,Richmond,North Melbourne,MCG,37776
2001,21,Sydney,St Kilda,SCG,26334
2001,21,West Coast,Essendon,Subiaco,36445
2001,21,Western Bulldogs,Port Adelaide,Marvel Stadium,19649
2001,22,Brisbane,Sydney,Gabba,33606
2001,22,Carlton,Geelong,Ikon Park,26314
2001,22,Essendon,Richmond,MCG,77028
2001,22,Fremantle,Adelaide,Subiaco,19535
2001,22,Hawthorn,St Kilda,MCG,24113
2001,22,North Melbourne,Collingwood,UNSW Canberra Oval,13117
2001,22,Port Adelaide,West Coast,Football Park,22976
2001,22,Western Bulldogs,Melbourne,Marvel Stadium,21146
2002,1,Geelong,Essendon,MCG,42746
2002,1,Hawthorn,Melbourne,MCG,43484
2002,1,Port Adelaide,North Melbourne,Football Park,28578
2002,1,Richmond,Collingwood,MCG,65316
2002,1,St Kilda,Carlton,Marvel Stadium,33359
2002,1,Sydney,Brisbane,SCG,24052
2002,1,West Coast,Fremantle,Subiaco,39467
2002,1,Western Bulldogs,Adelaide,Marvel Stadium,18475
